fecha,id_producto,nombre_producto,categoria,cantidad_vendida,precio_venta,costo_unitario,total_venta
2023-09-18,P025,Pasta Dental Colgate 75ml,Higiene,8.0,4.5,3.1,36.0
2023-09-19,P008,Mantequilla Laive 100g,Lacteos,4.0,4.2,3.0,16.8
2023-09-19,P012,Cerveza Cristal 650ml,Bebidas,8.0,5.0,3.5,40.0
2023-09-19,P004,Fideos Don Vittorio 500g,Alimentos,23.0,2.8,1.9,64.4
2023-09-19,P022,Shampoo Pantene 400ml,Higiene,2.0,14.0,10.0,28.0
2023-09-19,P014,Galletas Oreo 12u,Snacks,12.0,2.5,1.7,30.0
2023-09-19,P013,Energizante Volt 473ml,Bebidas,2.0,3.5,2.4,7.0
2023-09-19,P010,Inca Kola 1.5L,Bebidas,13.0,5.5,3.8,71.5
2023-09-19,P007,Queso Fresco 250g,Lacteos,1.0,5.0,3.6,5.0
2023-09-19,P011,Agua San Luis 625ml,Bebidas,22.0,1.5,0.9,33.0
2023-09-19,P009,Coca Cola 500ml,Bebidas,20.0,2.5,1.6,50.0
2023-09-19,P024,Papel Higienico Elite 4u,Higiene,22.0,5.5,3.8,121.0
2023-09-19,P023,Jabon Dove 90g,Higiene,4.0,3.5,2.4,14.0
2023-09-19,P025,Pasta Dental Colgate 75ml,Higiene,6.0,4.5,3.1,27.0
2023-09-19,P006,Yogurt Laive 1L,Lacteos,10.0,7.5,5.5,75.0
2023-09-19,P005,Leche Gloria 400g,Lacteos,12.0,4.5,3.2,54.0
2023-09-19,P003,Azucar Rubia 1kg,Alimentos,23.0,3.2,2.3,73.6
2023-09-19,P020,Lejia Clorox 1L,Limpieza,4.0,4.0,2.8,16.0
2023-09-19,P015,Papas Lays 42g,Snacks,8.0,2.0,1.3,16.0
2023-09-20,P010,Inca Kola 1.5L,Bebidas,9.0,5.5,3.8,49.5
2023-09-20,P005,Leche Gloria 400g,Lacteos,18.0,4.5,3.2,81.0
2023-09-20,P003,Azucar Rubia 1kg,Alimentos,18.0,3.2,2.3,57.6
2023-09-20,P017,Galletas Casino 6u,Snacks,3.0,1.8,1.1,5.4
2023-09-20,P012,Cerveza Cristal 650ml,Bebidas,10.0,5.0,3.5,50.0
2023-09-20,P002,Aceite Primor 1L,Alimentos,4.0,8.0,6.0,32.0
2023-09-20,P015,Papas Lays 42g,Snacks,10.0,2.0,1.3,20.0
2023-09-20,P009,Coca Cola 500ml,Bebidas,18.0,2.5,1.6,45.0
2023-09-20,P021,Jabon Bolivar 230g,Limpieza,4.0,2.5,1.6,10.0
2023-09-20,P016,Chocolate Sublime,Snacks,10.0,1.5,0.9,15.0
2023-09-20,P019,Detergente Ariel 500g,Limpieza,10.0,8.5,6.2,85.0
2023-09-21,P010,Inca Kola 1.5L,Bebidas,15.0,5.5,3.8,82.5
2023-09-21,P017,Galletas Casino 6u,Snacks,4.0,1.8,1.1,7.2
2023-09-21,P012,Cerveza Cristal 650ml,Bebidas,5.0,5.0,3.5,25.0
2023-09-21,P007,Queso Fresco 250g,Lacteos,4.0,5.0,3.6,20.0
2023-09-21,P015,Papas Lays 42g,Snacks,22.0,2.0,1.3,44.0
2023-09-21,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2023-09-21,P023,Jabon Dove 90g,Higiene,10.0,3.5,2.4,35.0
2023-09-21,P011,Agua San Luis 625ml,Bebidas,17.0,1.5,0.9,25.5
2023-09-21,P005,Leche Gloria 400g,Lacteos,23.0,4.5,3.2,103.5
2023-09-21,P020,Lejia Clorox 1L,Limpieza,8.0,4.0,2.8,32.0
2023-09-21,P003,Azucar Rubia 1kg,Alimentos,24.0,3.2,2.3,76.8
2023-09-21,P022,Shampoo Pantene 400ml,Higiene,1.0,14.0,10.0,14.0
2023-09-21,P024,Papel Higienico Elite 4u,Higiene,20.0,5.5,3.8,110.0
2023-09-21,P009,Coca Cola 500ml,Bebidas,12.0,2.5,1.6,30.0
2023-09-22,P013,Energizante Volt 473ml,Bebidas,4.0,3.5,2.4,14.0
2023-09-22,P024,Papel Higienico Elite 4u,Higiene,11.0,5.5,3.8,60.5
2023-09-22,P010,Inca Kola 1.5L,Bebidas,24.0,5.5,3.8,132.0
2023-09-22,P019,Detergente Ariel 500g,Limpieza,6.0,8.5,6.2,51.0
2023-09-22,P017,Galletas Casino 6u,Snacks,4.0,1.8,1.1,7.2
2023-09-22,P004,Fideos Don Vittorio 500g,Alimentos,23.0,2.8,1.9,64.4
2023-09-22,P012,Cerveza Cristal 650ml,Bebidas,3.0,5.0,3.5,15.0
2023-09-22,P016,Chocolate Sublime,Snacks,8.0,1.5,0.9,12.0
2023-09-22,P021,Jabon Bolivar 230g,Limpieza,3.0,2.5,1.6,7.5
2023-09-22,P002,Aceite Primor 1L,Alimentos,9.0,8.0,6.0,72.0
2023-09-22,P009,Coca Cola 500ml,Bebidas,13.0,2.5,1.6,32.5
2023-09-22,P018,Chifles 50g,Snacks,3.0,1.5,0.9,4.5
2023-09-23,P004,Fideos Don Vittorio 500g,Alimentos,24.0,2.8,1.9,67.2
2023-09-23,P009,Coca Cola 500ml,Bebidas,22.0,2.5,1.6,55.0
2023-09-23,P002,Aceite Primor 1L,Alimentos,6.0,8.0,6.0,48.0
2023-09-23,P011,Agua San Luis 625ml,Bebidas,20.0,1.5,0.9,30.0
2023-09-23,P003,Azucar Rubia 1kg,Alimentos,29.0,3.2,2.3,92.8
2023-09-23,P007,Queso Fresco 250g,Lacteos,5.0,5.0,3.6,25.0
2023-09-23,P006,Yogurt Laive 1L,Lacteos,13.0,7.5,5.5,97.5
2023-09-23,P012,Cerveza Cristal 650ml,Bebidas,13.0,5.0,3.5,65.0
2023-09-23,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
2023-09-23,P014,Galletas Oreo 12u,Snacks,28.0,2.5,1.7,70.0
2023-09-23,P010,Inca Kola 1.5L,Bebidas,29.0,5.5,3.8,159.5
2023-09-23,P005,Leche Gloria 400g,Lacteos,16.0,4.5,3.2,72.0
2023-09-23,P008,Mantequilla Laive 100g,Lacteos,3.0,4.2,3.0,12.6
2023-09-23,P019,Detergente Ariel 500g,Limpieza,10.0,8.5,6.2,85.0
2023-09-23,P021,Jabon Bolivar 230g,Limpieza,1.0,2.5,1.6,2.5
2023-09-23,P001,Arroz Costeno 1kg,Alimentos,13.0,3.5,2.5,45.5
2023-09-23,P025,Pasta Dental Colgate 75ml,Higiene,3.0,4.5,3.1,13.5
2023-09-24,P008,Mantequilla Laive 100g,Lacteos,2.0,4.2,3.0,8.4
2023-09-24,P011,Agua San Luis 625ml,Bebidas,24.0,1.5,0.9,36.0
2023-09-24,P010,Inca Kola 1.5L,Bebidas,18.0,5.5,3.8,99.0
2023-09-24,P025,Pasta Dental Colgate 75ml,Higiene,6.0,4.5,3.1,27.0
2023-09-24,P001,Arroz Costeno 1kg,Alimentos,22.0,3.5,2.5,77.0
2023-09-24,P006,Yogurt Laive 1L,Lacteos,10.0,7.5,5.5,75.0
2023-09-24,P017,Galletas Casino 6u,Snacks,2.0,1.8,1.1,3.6
2023-09-24,P012,Cerveza Cristal 650ml,Bebidas,13.0,5.0,3.5,65.0
2023-09-24,P003,Azucar Rubia 1kg,Alimentos,31.0,3.2,2.3,99.2
2023-09-24,P002,Aceite Primor 1L,Alimentos,7.0,8.0,6.0,56.0
2023-09-24,P021,Jabon Bolivar 230g,Limpieza,2.0,2.5,1.6,5.0
2023-09-24,P009,Coca Cola 500ml,Bebidas,28.0,2.5,1.6,70.0
2023-09-24,P014,Galletas Oreo 12u,Snacks,24.0,2.5,1.7,60.0
2023-09-24,P020,Lejia Clorox 1L,Limpieza,3.0,4.0,2.8,12.0
2023-09-24,P013,Energizante Volt 473ml,Bebidas,3.0,3.5,2.4,10.5
2023-09-25,P022,Shampoo Pantene 400ml,Higiene,3.0,14.0,10.0,42.0
